occupation	href	task
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Prepare obituaries for newspapers.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Obtain burial permits and register deaths.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Transport the deceased to the funeral home.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Obtain doctors' signatures on death certificate and complete other paperwork, such as insurance claims forms.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Assist with cremations and the processing and packaging of cremated remains.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Attend to the needs of the bereaved, such as by offering comfort, counseling, or after-care programs.
Funeral Attendants	https://www.onetonline.org/link/summary/39-4021.00	Perform various administrative tasks, such as typing documents or answering telephone calls.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Schedule funerals, burials, or cremations.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Deliver death certificates to medical facilities or offices to obtain signatures from legally authorized persons.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Offer counsel and comfort to families and friends of the deceased.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Monitor funeral service operations to ensure that they comply with applicable policies, regulations, and laws.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Direct and supervise work of embalmers, funeral attendants, death certificate clerks, cosmetologists, or other staff.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Complete and maintain records, such as state-required documents, tracking documents, or product inventories.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Sell funeral services, products, or merchandise to clients.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Plan and implement changes to service offerings to meet community needs or increase funeral home revenues.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Negotiate contracts for prearranged funeral services.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Explain goals, policies, or procedures to staff members.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Schedule work hours for funeral home or contract employees.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Set prices or credit terms for funeral products or services.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Interview and hire new employees.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Identify skill development needs for funeral home staff.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Direct or monitor administrative, support, repair, or maintenance services for funeral homes.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Set marketing, sales, or other financial goals for funeral service establishments and monitor progress toward these goals.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Attend or make presentations at community events to promote funeral home services or build community relationships.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Conduct market research and analyze industry trends.
Funeral Home Managers	https://www.onetonline.org/link/summary/11-9171.00	Plan and implement sales promotions or other marketing strategies and activities for funeral home operations.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Monitor equipment operation, gauges, and panel lights to detect deviations from standards.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Confer with supervisors or other equipment operators to report equipment malfunctions or to resolve production problems.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Press and adjust controls to activate, set, and regulate equipment according to specifications.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Record gauge readings, test results, and shift production in log books.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Read and interpret work orders and instructions to determine work assignments, process specifications, and production schedules.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Examine or test samples of processed substances, or collect samples for laboratory testing, to ensure conformance to specifications.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Transport materials and products to and from work areas, manually or using carts, handtrucks, or hoists.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Stop equipment and clear blockages or jams, using fingers, wire, or hand tools.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Load equipment receptacles or conveyors with material to be processed, by hand or using hoists.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Remove products from equipment, manually or using hoists, and prepare them for storage, shipment, or additional processing.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Calculate amounts of materials to be loaded into furnaces, adjusting amounts as necessary for specific conditions.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Melt or refine metal before casting, calculating required temperatures, and observe metal color, adjusting controls as necessary to maintain required temperatures.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Weigh or measure specified amounts of ingredients or materials for processing, using devices such as scales and calipers.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Direct crane operators and crew members to load vessels with materials to be processed.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Feed fuel, such as coal and coke, into fireboxes or onto conveyors, and remove ashes from furnaces, using shovels and buckets.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Replace worn or defective equipment parts, using hand tools.
Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders	https://www.onetonline.org/link/summary/51-9051.00	Clean, lubricate, and adjust equipment, using scrapers, solvents, air hoses, oil, and hand tools.
